SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:
7e20c832-fd82-4d54-b312-a63febc4717d,gNcQU4,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:22 +0000",790285,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez simple,Très complexe,3
afbfb6f6-8373-4067-9610-e18cff482741,VFzibj,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:29 +0000",356765,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Très simple,Très simple,8
3867078f-321c-4108-8f1d-ed2137fa5c72,lPJC7Q,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:31 +0000",140939,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2,Plutôt d'accord,Trop petites,Pas tout à fait d'accord,Très complexe,Très simple,5
ed19ba30-42ab-46a4-8fa5-61d903b95f17,M4MFW0,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:32 +0000",233080,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas tout à fait d'accord,Trop grandes,Sans avis,Assez simple,Très complexe,2
7000c569-1a29-40c0-a217-8c215b95b38d,8PoJYC,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Wed, 12 Mar 2025 09:48:37 +0000",203337,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Assez complexe,Très complexe,1
843a1dcc-a435-41f8-93cb-83197bb314ca,xYlrfN,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:38 +0000",129759,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez complexe,Très complexe,2
83a139e7-f503-427c-94ab-10fcd5a21ff3,aml47w,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:49 +0000",181557,DROP_OFF,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,
120922ae-1627-4146-af1a-ff7cd8dbfc57,ugOsCQ,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:48:54 +0000",146512,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,1
5a56bf16-b4bc-4ae4-839b-5e04b700b711,FDjnMk,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:58 +0000",186413,SUCCESS,Je suis d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3,Plutôt d'accord,Parfaites,Sans avis,Très simple,D'une complexité correcte,2
905e1384-5f9e-43fd-8945-3d7e0c6c721d,ajaoXy,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:59 +0000",369186,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Sans avis,Trop petites,Plutôt d'accord,Assez complexe,Assez complexe,2
fcfe95e3-345a-46c0-83ce-16cbc265ecb1,DKdGTM,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:03 +0000",135029,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,7
39b60414-2cc1-4469-9db5-c85c335ea484,0O1yrp,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:16 +0000",147403,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,D'une complexité adéquate,Assez complexe,2
f3afdd76-e0fc-43ac-b279-0d99b2b121e1,PUd9XM,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:20 +0000",145842,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Assez complexe,2
2377b071-1718-496d-bbca-dfc1c20cfc68,Tlo9hH,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:49:24 +0000",212072,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1,Sans avis,Assez grandes,Sans avis,Très complexe,Assez complexe,3
1795568d-03f9-48de-8f59-d742c74d6fce,gEg0up,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:26 +0000",172621,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,2,Sans avis,Assez petites,Plutôt d'accord,Assez complexe,Très complexe,3
f792ecb7-b91a-4a49-b770-46b2c9c3bb82,Sd1vuH,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:28 +0000",61888,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,
03743371-ab5c-46aa-90a7-fb0276c23782,ObadJL,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:31 +0000",264492,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,7
64c4e669-1ae6-40bd-bb5f-1d465dfa096f,1HCN8D,FR,Desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:49:37 +0000",123517,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Plutôt d'accord,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,6
027d2dec-e5e3-41cc-bca7-36c7e7bf1869,n0c7Pn,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Wed, 12 Mar 2025 09:49:45 +0000",199351,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Parfaites,Sans avis,Très simple,D'une complexité correcte,8
30909c62-635d-42b2-a6ad-d4782d7a594f,3pl4rz,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:06 +0000",154745,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Je suis pas tout à fait d'accord,Parfaites,Sans avis,Très simple,Très simple,8
702621a8-b2d0-4ded-82cf-a7e74bbaeef9,oT60a9,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:07 +0000",9707,DROP_OFF,,,,,,,,,,
b3cf38ad-6203-4198-bb12-7ddaa44330df,OAbpo2,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:08 +0000",141415,DROP_OFF,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),,,,,,,,
7d49b437-e0ba-45db-a55e-81c21a21f7f5,3GDCzg,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:50:14 +0000",246815,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Sans avis,Parfaites,Sans avis,D'une complexité adéquate,D'une complexité correcte,6
9b2f9c03-51ed-4715-9b98-57ff973dbc91,a1pWS6,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:24 +0000",61006,DROP_OFF,,,,,,,,,,
8461c491-e56d-44f5-895f-013b45b2de8e,k0sGu8,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:33 +0000",184655,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Sans avis,Parfaites,Sans avis,Assez simple,D'une complexité correcte,7
37e7adc9-f3d5-492e-8958-f21b9f44b2a6,XRMQj6,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:47 +0000",106354,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Je suis pas tout à fait d'accord,Assez grandes,Plutôt d'accord,Assez simple,Assez simple,8
44902624-85e7-4173-9e10-4da647029fa9,86Dv7D,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:05 +0000",393423,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,6
3aed7d49-b175-4c3d-bfc2-b51bef9e64b9,RbjdEf,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:51:06 +0000",97237,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,
a161b9ee-4b53-44e4-b598-b3f9b0d860be,lb9Lv5,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:12 +0000",89409,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Assez grandes,Sans avis,Très simple,Très simple,9
9e53ff0d-ebf2-4c0d-90b3-08b415b7781a,w8jvLp,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:18 +0000",265155,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Plutôt d'accord,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,5
cb4acabb-f0bc-45a6-9b9a-207b9e8533a5,V2Fd3U,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:18 +0000",96372,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Sans avis,Parfaites,Sans avis,Assez simple,D'une complexité correcte,5
ea05f5f1-37d5-42b3-a98c-f5c2fbb21d90,5U6ONq,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:51:19 +0000",82745,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Plutôt d'accord,Parfaites,Sans avis,Assez simple,Assez simple,8
5db57d76-299d-4053-8c7e-db6d56db1ce3,8hb00d,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:51:23 +0000",394748,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2,Plutôt d'accord,Parfaites,Sans avis,Très simple,Assez simple,2
12d5d45a-d93b-4ee6-8588-cfbb2012cbae,oomj7C,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:24 +0000",246336,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,4
c598cab7-4d0f-4218-8e60-b680a791710b,5BAmkG,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:25 +0000",426830,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1,Sans avis,Assez petites,Sans avis,Très complexe,Très complexe,2
c2482d23-238b-43f7-9a7a-659f640c7c20,34Gh4G,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:51:40 +0000",266128,DROP_OFF,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Sans avis,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3
034f278b-fcb8-429b-a62c-2b1e951c6b56,HNOYLA,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:41 +0000",173634,SUCCESS,Je suis d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Sans avis,Parfaites,Sans avis,Assez simple,Assez simple,8
4b885806-7e32-42f4-83d8-2b53ad2a9ea7,AEOPZ1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:44 +0000",98447,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Sans avis,Trop petites,Plutôt d'accord,Assez simple,Assez simple,3
23e72ef0-5a91-4c6f-9ab1-24a0618a152e,QPcKlD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:45 +0000",216068,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas du tout d'accord,Parfaites,Je suis d'accord,Très simple,Très complexe,7
7548d1cd-0af8-4870-be39-b6d81c854f0c,ydrwDN,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:08 +0000",144238,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Très simple,Assez simple,3
ecbf3b23-0995-4c6f-98d9-7af3f07e83fe,12b5QC,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:23 +0000",160844,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez simple,Très complexe,2
512e6ff3-7080-4e5a-bbd6-2e0aead353da,7Jqdly,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:52:28 +0000",219363,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,Plutôt d'accord,Parfaites,Pas tout à fait d'accord,D'une complexité adéquate,D'une complexité correcte,6
377b839b-6b89-4d39-9144-c29c053f66b9,jnlhCn,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:30 +0000",102605,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4,,,,,,
55b873e6-0908-4a27-ad1a-a24343a8eb4b,tNZgmG,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:50 +0000",88380,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,0
7af030d2-446f-44de-958a-72fdb68525e3,yuLYhB,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:52:52 +0000",187502,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez simple,D'une complexité correcte,0
3a1d7c9c-acd5-44d0-8faf-dc0ba8840da0,kSv8Pa,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:52:57 +0000",308536,DROP_OFF,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,Assez simple,Assez simple,5
0e3d09bc-1a9d-4d02-907c-b508d163bf9d,hApZrX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:58 +0000",142736,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3,Je suis pas tout à fait d'accord,Trop grandes,Sans avis,Très simple,D'une complexité correcte,7
0dc9a43a-9c4b-47a1-848d-01af56944b5b,y1Z5Kj,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:53:03 +0000",175511,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3
067056ab-420b-4eb9-bfb6-d15c00c27560,C4RfG0,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:53:14 +0000",280877,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Sans avis,Assez grandes,Sans avis,D'une complexité adéquate,Assez complexe,7
5b7737f4-f349-4d0a-b88e-e62586858cd1,QiJ9ZC,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:53:19 +0000",212781,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Je suis pas tout à fait d'accord,Trop petites,Sans avis,D'une complexité adéquate,Assez complexe,4
5b83dd3e-e6e2-47fa-be1c-65d1af29e133,DeXlNK,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:53:22 +0000",9506,DROP_OFF,,,,,,,,,,
1f766fc5-4a69-4999-b1a0-7a46261b128b,5Fc4sH,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:53:22 +0000",110652,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,3
5e42eec6-e493-48b2-b84e-249c946fd375,YUDOfD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0",Opera,"Wed, 12 Mar 2025 09:53:45 +0000",652240,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2,Plutôt d'accord,Trop grandes,Pas tout à fait d'accord,Assez simple,Assez simple,8
3931026c-99a9-4227-abc4-1258703c8089,mUidXD,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:53:50 +0000",7199,DROP_OFF,,,,,,,,,,
