SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:,Souhaitez-vous ajouter un commentaire ou un souhait?
48c37a2d-2a4f-4a55-a260-3bc2a682543f,ofU262,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:48 +0000",1562769,SUCCESS,Je suis d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très simple,Très complexe,0.0,"Cette messagerie est complètement inefficace et loin d'être pratique.

La recherche d'e-mails est un véritable casse-tête. Il arrive que certains e-mails apparaissent dans la liste à gauche mais ne s'ouvrent pas, ce qui rend l’expérience extrêmement frustrante.
Les étiquettes sont inutilisables. Impossible de lire le texte associé, on ne voit que la couleur. Avec une dizaine d’étiquettes, il est illusoire de se souvenir de ce que chaque couleur représente.
L'affichage des messages reçus est une vraie galère. Il n’est plus possible de personnaliser la présentation de ses messages comme on le souhaite, ce qui dégrade encore plus l’expérience utilisateur."
e43d602c-00c0-45e0-a163-be4e5e5fee0a,gK6yPV,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:47:50 +0000",153369,DROP_OFF,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Assez complexe,Assez complexe,4.0,
dcd241c0-bb9d-4157-bc0c-3411ba07bfac,3dHbO1,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:51 +0000",159234,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,5.0,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,D'une complexité correcte,8.0,La police par défaut est trop petite. Je dois la modifier à chaque fois que je me connecte. Impossible d'enregistrer une fois pour toutes le paramètre. Sinon très utile et pratique. Merci
56fdcb94-89f6-4b1a-a29a-5ad4772247fc,zu85h7,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:52 +0000",89639,SUCCESS,Plutôt d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,6.0,Non
a7e25731-56f3-4b7b-9235-2d08718806f0,E8A3m9,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:47:53 +0000",709001,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,7.0,"- lorsque le mail pop up on voit un aperçu du mail mais pas le nom ni l'adresse mail du destinataire
- lorsque l'on recherche un mail à partir de mots dans la base de recherche, chaque mot devient une recherche différente. Ex ""maison orange"", la boite mail recherche les mails ou il y a maison et les mails ou il y a orange sans forcément que les 2 mots soient présents"
30f04898-a330-4ca6-8456-68a8d6867ce5,JV0VIW,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:47:58 +0000",110799,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Assez petites,Sans avis,Assez complexe,Assez complexe,6.0, 
cc3134b4-0885-4be3-99c8-f85929afeb2f,0D75G1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:03 +0000",246089,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas du tout d'accord,Parfaites,Plutôt d'accord,Assez simple,D'une complexité correcte,5.0,"ce serait bien de pouvoir passer le mail que l'on écrit sur le 2ème écran et également, de pouvoir l'ouvrir sur n'importe quel document utile à notre réponse"
0c3c7555-5f30-47c4-a2c0-36c38cf85f3b,yqD4lQ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:08 +0000",339133,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,7.0,"Impossible de supprimer l'instance d'un événement répété dans le calendrier, il réapparaît... C'est assez pénible"
c2e03b5d-820e-4646-9e31-83a5981e96c0,7EB3u3,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:09 +0000",135858,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Très simple,Assez complexe,4.0,L'ancien wbmail était plus clair
1ef3548e-fcc6-48f9-877a-186924c24d86,3KT5FR,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:15 +0000",195941,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Plutôt d'accord,Parfaites,Sans avis,Très simple,Assez simple,6.0,NO
2f82af15-2946-4cd1-81d7-70aaa9edf47f,ss0zs7,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:130.0) Gecko/20100101 Firefox/130.0,Firefox,"Wed, 12 Mar 2025 09:48:20 +0000",100544,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,4.0,pas de commentaire
d55116c1-9399-41b4-bb0d-d54bf72bb113,oOsUka,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:21 +0000",145378,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,Très complexe,Très complexe,5.0,Le tri/la recherche des mails est compliqué(e)
7e20c832-fd82-4d54-b312-a63febc4717d,gNcQU4,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:22 +0000",790285,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez simple,Très complexe,3.0,"Je trouve qu'il y a un manque de visibilité pour l'objet du mail.
Les images des signatures arrivent systématiquement en pièce jointe, ce qui complique le tri lorsqu'on reçoit de véritables pièces jointes. 
Concernant le calendrier, il est possible de reporter une alerte une seule fois. Pour un second report, il faut la reprogrammer manuellement. 
Modifier un brouillon n'est pas aussi simple qu'avec la précédente messagerie. 
Nous ne pouvons plus lire les émojis. "
afbfb6f6-8373-4067-9610-e18cff482741,VFzibj,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:29 +0000",356765,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Très simple,Très simple,8.0,"Les icones de gestion des mails sont effet très petites, ce qui n'est pas toujours pratiques. Le drapeau passe presque inaperçu même quand il est sélectionné.
Concernant les étiquettes, je ne les trouve pas assez visibles une fois attribuées donc je ne les utilise pas. Ancienne utilisatrice de Microsoft Outlook dans une autre fonction publique, l'affichage de celles-ci étaient plus claires et visibles immédiatement donc plus facile pour se repérer dans les mails. Peut-être une inspiration ..."
3867078f-321c-4108-8f1d-ed2137fa5c72,lPJC7Q,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:31 +0000",140939,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Plutôt d'accord,Trop petites,Pas tout à fait d'accord,Très complexe,Très simple,5.0,sans commentaire
ed19ba30-42ab-46a4-8fa5-61d903b95f17,M4MFW0,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:32 +0000",233080,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas tout à fait d'accord,Trop grandes,Sans avis,Assez simple,Très complexe,2.0,il faudrait supprimer les initiales dans les ronds devant les mails : ne sert à rien + pollution visuelle
7000c569-1a29-40c0-a217-8c215b95b38d,8PoJYC,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:135.0) Gecko/20100101 Firefox/135.0,Firefox,"Wed, 12 Mar 2025 09:48:37 +0000",203337,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Assez petites,Plutôt d'accord,Assez complexe,Très complexe,1.0,"je trouve la nouvelle interface peu adaptée pour les manipulatiosnd e mails; recherche, archivage ..."
843a1dcc-a435-41f8-93cb-83197bb314ca,xYlrfN,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:38 +0000",129759,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez complexe,Très complexe,2.0, 
83a139e7-f503-427c-94ab-10fcd5a21ff3,aml47w,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:49 +0000",181557,DROP_OFF,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
120922ae-1627-4146-af1a-ff7cd8dbfc57,ugOsCQ,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:48:54 +0000",146512,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,1.0,no.
5a56bf16-b4bc-4ae4-839b-5e04b700b711,FDjnMk,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:48:58 +0000",186413,SUCCESS,Je suis d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Plutôt d'accord,Parfaites,Sans avis,Très simple,D'une complexité correcte,2.0,"Affichage totalement à revoir, les précédentes interfaces étaient beaucoup plus claires et pratiques"
905e1384-5f9e-43fd-8945-3d7e0c6c721d,ajaoXy,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:48:59 +0000",369186,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Sans avis,Trop petites,Plutôt d'accord,Assez complexe,Assez complexe,2.0,"pas facile de rédiger les emails sur un téléphone .. trop petit et lorsque celui  est long, on ne peut pas  voir tous l'email .. c'est compliqué à lire ..a revoir la visibilité de ce que l'on tape ..."
fcfe95e3-345a-46c0-83ce-16cbc265ecb1,DKdGTM,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:03 +0000",135029,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,7.0,Néant
39b60414-2cc1-4469-9db5-c85c335ea484,0O1yrp,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:16 +0000",147403,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,D'une complexité adéquate,Assez complexe,2.0, 
f3afdd76-e0fc-43ac-b279-0d99b2b121e1,PUd9XM,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:20 +0000",145842,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Assez complexe,2.0,Le changement de messagerie ne constitue pas un progrès pour ce qui en usent (comparativement à l'ancienne...).
2377b071-1718-496d-bbca-dfc1c20cfc68,Tlo9hH,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:49:24 +0000",212072,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Sans avis,Assez grandes,Sans avis,Très complexe,Assez complexe,3.0,Je souhaiterais avoir à nouveau accès à la messagerie Thunderbird dont les fonctionnalités me satisfaisaient pleinement...
1795568d-03f9-48de-8f59-d742c74d6fce,gEg0up,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:26 +0000",172621,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Sans avis,Assez petites,Plutôt d'accord,Assez complexe,Très complexe,3.0,"Retrouver plus facilement un mail, ne pas voir les mails des autres dossiers que le sien"
f792ecb7-b91a-4a49-b770-46b2c9c3bb82,Sd1vuH,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:28 +0000",61888,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
03743371-ab5c-46aa-90a7-fb0276c23782,ObadJL,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:49:31 +0000",264492,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Parfaites,Plutôt d'accord,D'une complexité adéquate,D'une complexité correcte,7.0,"L'expédition des mails est particulièrement lente. Très souvent, je dois cliquer deux fois avant que le mail ne soit expédié (??)."
64c4e669-1ae6-40bd-bb5f-1d465dfa096f,1HCN8D,FR,Desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:49:37 +0000",123517,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Plutôt d'accord,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,6.0,"Il manque un bouton pour les message non lus. Il faut saisir is:unread dans la barre de recherche, ce qui est un peu embêtant."
027d2dec-e5e3-41cc-bca7-36c7e7bf1869,n0c7Pn,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Wed, 12 Mar 2025 09:49:45 +0000",199351,SUCCESS,Sans avis,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Parfaites,Sans avis,Très simple,D'une complexité correcte,8.0,La fenêtre d'écriture des mails en réponses est trop petite et mal située
30909c62-635d-42b2-a6ad-d4782d7a594f,3pl4rz,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:06 +0000",154745,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Je suis pas tout à fait d'accord,Parfaites,Sans avis,Très simple,Très simple,8.0,RAS
b3cf38ad-6203-4198-bb12-7ddaa44330df,OAbpo2,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:08 +0000",141415,DROP_OFF,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),,,,,,,,,
7d49b437-e0ba-45db-a55e-81c21a21f7f5,3GDCzg,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:50:14 +0000",246815,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Sans avis,Parfaites,Sans avis,D'une complexité adéquate,D'une complexité correcte,6.0,le problème est la non-synchronisation avec outlook des messages envoyés
8461c491-e56d-44f5-895f-013b45b2de8e,k0sGu8,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:33 +0000",184655,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Sans avis,Parfaites,Sans avis,Assez simple,D'une complexité correcte,7.0,RAS
37e7adc9-f3d5-492e-8958-f21b9f44b2a6,XRMQj6,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:50:47 +0000",106354,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Je suis pas tout à fait d'accord,Assez grandes,Plutôt d'accord,Assez simple,Assez simple,8.0,Je n'ai pas de commentaires à ajouter pour l'instant
44902624-85e7-4173-9e10-4da647029fa9,86Dv7D,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:05 +0000",393423,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,6.0,"La recherche d'un mail n'est pas assez sélective.
Il faudrait avoir le choix d'ouvrir une nouvelle fenêtre ou non lorsque l'on répond à un mail."
3aed7d49-b175-4c3d-bfc2-b51bef9e64b9,RbjdEf,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:51:06 +0000",97237,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),,,,,,,,,
a161b9ee-4b53-44e4-b598-b3f9b0d860be,lb9Lv5,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:12 +0000",89409,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Assez grandes,Sans avis,Très simple,Très simple,9.0,RAS pour moi
9e53ff0d-ebf2-4c0d-90b3-08b415b7781a,w8jvLp,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:18 +0000",265155,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Plutôt d'accord,Trop petites,Sans avis,D'une complexité adéquate,Très complexe,5.0,Modifier la police et le contraste – rendre plus performante la recherche de mails et pièces jointes – agrandir les marqueurs de mails (petits drapeaux) – résoudre le problème de la disparition (ou marqué comme non lu) des mails envoyés
cb4acabb-f0bc-45a6-9b9a-207b9e8533a5,V2Fd3U,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:18 +0000",96372,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Parfaites,Sans avis,Assez simple,D'une complexité correcte,5.0,Non
ea05f5f1-37d5-42b3-a98c-f5c2fbb21d90,5U6ONq,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:51:19 +0000",82745,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Plutôt d'accord,Parfaites,Sans avis,Assez simple,Assez simple,8.0,RAS
5db57d76-299d-4053-8c7e-db6d56db1ce3,8hb00d,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:51:23 +0000",394748,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Plutôt d'accord,Parfaites,Sans avis,Très simple,Assez simple,2.0,"Vraiment très insatisfaite du nouveau webmail. il faut recharger manuellement la page pour voir les nouveau email s'afficher, le cadre qui se développe pour écrire un mail n'est pas du tout ergonomique, le menu déroulant à gauche se déplie systmatiquement entravant fortement une lecture agréable du contenu des mails. Ces remarques sont d'autant plus importantes lorsqu'on travaille sur un petit écran. L'écriture de plusieurs mails en simultané n'est pas ergonomique non plus et un système d'onglets serait bienvenu ..."
12d5d45a-d93b-4ee6-8588-cfbb2012cbae,oomj7C,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:24 +0000",246336,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez complexe,D'une complexité correcte,4.0,"Je n'arrive pas à faire afficher l'icone ""repondre à "" quand le message est affiché en grand, je dois revenir à la liste des mails et faire clic droit pour répondre mais dans ce cas je ne vois plus le contenu du mail. A modifier si possible "
